PUESTO_TRABAJO,AREA,FECHA_INGRESO_PLANILLA,MOTIVO_SEPARACION,FECHA_CESE,SITUACION,COD_SEXO,ESTADO_CIVIL,FECHA_NACIMIENTO,SEGMENTO SIMPLE,TIPO_CASA,TIPO_INSTRUCCION,DISTRITO,PROVINCIA,DEPARTAMENTO,NÚMERO DE HIJOS
AUXILIAR DE LIMPIEZA,HUDBAY - HOTELERIA,44740,NO APLICABLE,0,ACTIVO,F,SOLTERO(A),36544,E&R,ALQUILADA,SECUNDARIA COMPLETA,URCOS,QUISPICANCHIS,DPTO CUSCO,SIN INFORMACION
PANADERO PASTELERO,TAMBOMAYO - ALIMENTACION,42217,NO APLICABLE,0,ACTIVO,M,DIVORCIADO(A),32116,E&R,NO APLICABLE,TÉCNICA COMPLETA,HUANCAVELICA,HUANCAVELICA,DPTO HUANCAVELICA,SIN INFORMACION
PANADERO PASTELERO,HUDBAY - ALIMENTACION,44750,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),34362,E&R,ALQUILADA,SECUNDARIA COMPLETA,CUSCO,CUSCO,DPTO CUSCO,SIN INFORMACION
AUXILIAR DE HOTELERIA,MINSUR PUCAMARCA NUEVO - HOTELERIA,45471,NO APLICABLE,0,ACTIVO,F,SOLTERO(A),36161,E&R,ALQUILADA,SECUNDARIA COMPLETA,MACUSANI,CARABAYA,DPTO PUNO,0
RECEPCIONISTA,SAN GABRIEL NUEVO - HOTELERIA,45517,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),35462,E&R,NO APLICABLE,TÉCNICA COMPLETA,MARIANO MELGAR,AREQUIPA,DPTO AREQUIPA,1
AYUDANTE DE COCINA,HOCHSCHILD - INMACULADA,44686,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),35044,E&R,PROPIA,TÉCNICA INCOMPLETA,MIRAFLORES,AREQUIPA,DPTO AREQUIPA,SIN INFORMACION
TECNICO DE MANTENIMIENTO,CNPC PERU - PIURA,43497,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),22559,E&R,NO APLICABLE,TÉCNICA COMPLETA,PARINAS,TALARA,DPTO PIURA,SIN INFORMACION
RECEPCIONISTA,MINSUR SAN RAFAEL NUEVO - HOTELERIA,44333,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),35382,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
AUXILIAR DE MANTENIMIENTO,HUDBAY - MANTENIMIENTO,45267,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),31763,E&R,NO APLICABLE,GRADO DE BACHILLER,PUEBLO LIBRE,LIMA,DPTO LIMA,0
MOZO,SAXON MALVINAS - SATELITES,45355,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),31519,E&R,PROPIA,SECUNDARIA COMPLETA,BELEN,MAYNAS,DPTO LORETO,1
TECNICO DE MANTENIMIENTO - SERVICIOS GENERALES,PLUSPETROL L 56 - MANTENIMIENTO,45439,NO APLICABLE,0,ACTIVO,M,CASADO(A),26049,E&R,ALQUILADA,SECUNDARIA COMPLETA,SAN MARTIN DE PORRES,LIMA,DPTO LIMA,0
AYUDANTE DE COCINA,TUNSHURUCO - ALIMENTACION,45387,NO APLICABLE,0,ACTIVO,F,SOLTERO(A),38375,E&R,FAMILIAR,SUPERIOR COMPLETA,SICAYA,HUANCAYO,DPTO JUNIN,0
LAVANDERO,MINSUR SAN RAFAEL NUEVO - HOTELERIA,44081,NO APLICABLE,0,ACTIVO,F,SOLTERO(A),27908,E&R,NO APLICABLE,SECUNDARIA COMPLETA,JULIACA,SAN ROMAN,DPTO PUNO,SIN INFORMACION
AUXILIAR DE HOTELERIA,QUELLAVECO - HOTELERIA,43976,NO APLICABLE,0,ACTIVO,F,SOLTERO(A),25072,E&R,NO APLICABLE,SECUNDARIA COMPLETA,MOQUEGUA,MARISCAL NIETO,DPTO MOQUEGUA,SIN INFORMACION
MOZO,TUNSHURUCO - ALIMENTACION,45282,NO APLICABLE,0,ACTIVO,F,SOLTERO(A),33631,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LA OROYA,YAULI,DPTO JUNIN,2
SUB CHEF,HOCHSCHILD - INMACULADA,41670,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),32737,E&R,NO APLICABLE,TÉCNICA COMPLETA,YANAHUARA,AREQUIPA,DPTO AREQUIPA,SIN INFORMACION
VAJILLERO,SAXON MALVINAS - SATELITES,45456,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),37326,E&R,PROPIA,SECUNDARIA COMPLETA,ATE,LIMA,DPTO LIMA,0
MOZO,REPSOL NUEVO LOTE 57 - ALIMENTACION,45036,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),33322,E&R,ALQUILADA,SECUNDARIA COMPLETA,COMAS,LIMA,DPTO LIMA,SIN INFORMACION
VAJILLERO,PLUSPETROL L 88 - CATERING C4,45124,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),32044,E&R,ALQUILADA,SECUNDARIA COMPLETA,COMAS,LIMA,DPTO LIMA,SIN INFORMACION
VAJILLERO,PLUSPETROL L 88 - CATERING C4,43276,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),32048,E&R,NO APLICABLE,UNIVERS. INCOMPLETA,SAN JUAN DE LURIGANCHO,LIMA,DPTO LIMA,SIN INFORMACION
CHOFER,VOTORANTIM METAIS - ALIMENTACION,43714,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),34125,E&R,NO APLICABLE,UNIVERS. INCOMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
TECNICO DE MANTENIMIENTO - ALBAÑIL,PLUSPETROL L 56 - MANTENIMIENTO,45483,NO APLICABLE,0,ACTIVO,M,CONVIVIENTE,33894,E&R,ALQUILADA,SECUNDARIA COMPLETA,SAN JUAN DE LURIGANCHO,LIMA,DPTO LIMA,3
SUPERVISOR DE HS&E,TUNSHURUCO - MANTENIMIENTO,45492,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),34024,E&R,FAMILIAR,TITULADO,PIURA,PIURA,DPTO PIURA,1
AUXILIAR DE HOTELERIA,TUNSHURUCO - HOTELERIA,44677,NO APLICABLE,0,ACTIVO,F,SOLTERO(A),27065,E&R,ALQUILADA,SECUNDARIA COMPLETA,EL TAMBO,HUANCAYO,DPTO JUNIN,SIN INFORMACION
VAJILLERO,MARSA - ALIMENTACION,45246,NO APLICABLE,0,ACTIVO,M,CASADO(A),30406,E&R,ALQUILADA,SECUNDARIA COMPLETA,MORALES,SAN MARTIN,DPTO SAN MARTIN,0
AUXILIAR DE HOTELERIA,VALE MISKI MAYO - HOTELERIA,44071,NO APLICABLE,0,ACTIVO,F,SOLTERO(A),33112,E&R,NO APLICABLE,TÉCNICA INCOMPLETA,PIURA,PIURA,DPTO PIURA,SIN INFORMACION
INSTRUCTOR DE DEPORTE,TUNSHURUCO - HOTELERIA,45373,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),34222,E&R,FAMILIAR,SIN EDUCACIÓN FORMAL,SAN JUAN DE LURIGANCHO,LIMA,DPTO LIMA,1
ANALISTA DE TRANSPORTE,MINSUR SAN RAFAEL NUEVO - HOTELERIA,44220,NO APLICABLE,0,ACTIVO,F,SOLTERO(A),34292,E&R,NO APLICABLE,UNIVERS. COMPLETA,LIMA,LIMA,DPTO LIMA,2
MOZO,MINSUR SAN RAFAEL NUEVO - ALIMENTACION,44851,NO APLICABLE,0,ACTIVO,F,SOLTERO(A),33505,E&R,ALQUILADA,SECUNDARIA COMPLETA,JULIACA,SAN ROMAN,DPTO PUNO,SIN INFORMACION
CHOFER,TANTAHUATAY COIMOLACHE - ALIMENTACION,42841,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),29758,E&R,NO APLICABLE,TÉCNICA COMPLETA,CAJAMARCA,CAJAMARCA,DPTO CAJAMARCA,SIN INFORMACION
PANADERO PASTELERO,MINERA LA ZANJA - ALIMENTACION,40032,NO APLICABLE,0,ACTIVO,M,CASADO(A),23813,E&R,NO APLICABLE,UNIVERS. INCOMPLETA,HUARAZ,HUARAZ,DPTO ANCASH,SIN INFORMACION
VAJILLERO,PAMPA MELCHORITA - ALIMENTACION,45429,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),36147,E&R,ALQUILADA,SECUNDARIA COMPLETA,CERRO AZUL,CANETE,DPTO LIMA,0
VAJILLERO,PLUSPETROL L 88 - CATERING C4,39221,NO APLICABLE,0,ACTIVO,M,CONVIVIENTE,24346,E&R,NO APLICABLE,UNIVERS. INCOMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
TECNICO DE MANTENIMIENTO - GASFITERO,TUNSHURUCO - MANTENIMIENTO,42552,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),27691,E&R,NO APLICABLE,SECUNDARIA COMPLETA,PAUCARTAMBO,PASCO,DPTO PASCO,SIN INFORMACION
MOZO,TUNSHURUCO - ALIMENTACION,45024,NO APLICABLE,0,ACTIVO,F,SOLTERO(A),36268,E&R,ALQUILADA,SECUNDARIA COMPLETA,PAUCARTAMBO,PASCO,DPTO PASCO,SIN INFORMACION
AUXILIAR DE MANTENIMIENTO,TUNSHURUCO - MANTENIMIENTO,45394,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),38616,E&R,FAMILIAR,SECUNDARIA COMPLETA,PAUCARTAMBO,PASCO,DPTO PASCO,0
VAJILLERO,HUDBAY - ALIMENTACION,45054,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),34222,E&R,PROPIA,SECUNDARIA COMPLETA,SANTIAGO,CUSCO,DPTO CUSCO,SIN INFORMACION
ENCARGADO DE CAFETERIA,TUNSHURUCO - HOTELERIA,45072,NO APLICABLE,0,ACTIVO,F,SOLTERO(A),37504,E&R,ALQUILADA,TÉCNICA COMPLETA,PACCHA,YAULI,DPTO JUNIN,SIN INFORMACION
AUXILIAR GENERAL,TUNSHURUCO - ALIMENTACION,44957,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),37672,E&R,PROPIA,TÉCNICA COMPLETA,SAN JERONIMO DE TUNAN,HUANCAYO,DPTO JUNIN,1
LAVANDERO,PAMPA MELCHORITA - HOTELERIA,44491,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),27145,E&R,NO APLICABLE,UNIVERS. COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
TECNICO DE MEDIO AMBIENTE 3,MARSA - MEDIO AMBIENTE,45519,NO APLICABLE,0,ACTIVO,M,CONVIVIENTE,34293,E&R,FAMILIAR,SECUNDARIA COMPLETA,PARINAS,TALARA,DPTO PIURA,0
COCINERO,SOUTHERN PERU - ILO,41165,NO APLICABLE,0,ACTIVO,F,VIUDO(A),26461,E&R,NO APLICABLE,UNIVERS. INCOMPLETA,ILO,ILO,DPTO MOQUEGUA,SIN INFORMACION
MOZO,MINSUR SAN RAFAEL NUEVO - ALIMENTACION,45233,NO APLICABLE,0,ACTIVO,F,SOLTERO(A),36742,E&R,ALQUILADA,SECUNDARIA COMPLETA,PUNO,PUNO,DPTO PUNO,0
TECNICO DE MANTENIMIENTO - MULTIUSOS,VALE MISKI MAYO - MANTENIMIENTO,45471,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),37601,E&R,PROPIA,SECUNDARIA COMPLETA,CASTILLA,PIURA,DPTO PIURA,0
MOZO,HUDBAY - ALIMENTACION,45114,NO APLICABLE,0,ACTIVO,F,SOLTERO(A),36116,E&R,ALQUILADA,SECUNDARIA COMPLETA,CUSCO,CUSCO,DPTO CUSCO,SIN INFORMACION
TECNICO DE MANTENIMIENTO - ELECTRICISTA,PAMPA MELCHORITA - MANTENIMIENTO,44741,NO APLICABLE,0,ACTIVO,M,CONVIVIENTE,35163,E&R,PROPIA,SECUNDARIA COMPLETA,SAN VICENTE DE CANETE,CANETE,DPTO LIMA,SIN INFORMACION
AUXILIAR DE HOTELERIA,SAN GABRIEL NUEVO - HOTELERIA,45434,NO APLICABLE,0,ACTIVO,F,SOLTERO(A),31777,E&R,PROPIA,SECUNDARIA COMPLETA,MOQUEGUA,MARISCAL NIETO,DPTO MOQUEGUA,0
SUPERVISOR DE CALIDAD,TUNSHURUCO - ALIMENTACION,45506,NO APLICABLE,0,ACTIVO,M,CONVIVIENTE,31472,E&R,FAMILIAR,SUPERIOR COMPLETA,HUALHUAS,HUANCAYO,DPTO JUNIN,2
MAESTRO DE COCINA,SOUTHERN PERU - CUAJONE,40807,NO APLICABLE,0,ACTIVO,M,CONVIVIENTE,25259,E&R,NO APLICABLE,UNIVERS. INCOMPLETA,MOQUEGUA,MARISCAL NIETO,DPTO MOQUEGUA,SIN INFORMACION
CHOFER,MINSUR SAN RAFAEL NUEVO - ALIMENTACION,43108,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),24753,E&R,NO APLICABLE,SECUND.  INCOMPLETA,BARRANCO,LIMA,DPTO LIMA,SIN INFORMACION
TECNICO DE MEDIO AMBIENTE 3,MARSA - MEDIO AMBIENTE,45491,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),35686,E&R,FAMILIAR,TITULADO,CHORRILLOS,LIMA,DPTO LIMA,0
AUXILIAR DE LIMPIEZA,EDELNOR - LIMPIEZA,44488,NO APLICABLE,0,ACTIVO,F,SOLTERO(A),27842,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
OPERADOR DE PLANTA,COGA SELVA - MANTENIMIENTO,41808,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),33735,E&R,NO APLICABLE,UNIVERS. INCOMPLETA,ECHARATE,LA CONVENCION,DPTO CUSCO,SIN INFORMACION
AUXILIAR DE LIMPIEZA,HUDBAY - HOTELERIA,45468,NO APLICABLE,0,ACTIVO,F,SOLTERO(A),29914,E&R,PROPIA,SECUNDARIA COMPLETA,VELILLE,CHUMBIVILCAS,DPTO CUSCO,1
ASISTENTE DE RECREACION,MINSUR SAN RAFAEL NUEVO - HOTELERIA,44340,NO APLICABLE,0,ACTIVO,F,SOLTERO(A),33964,E&R,NO APLICABLE,TÉCNICA INCOMPLETA,LIMA,LIMA,DPTO LIMA,1
ASISTENTE DE QHS&E,MINERA LA ZANJA - ALIMENTACION,45391,NO APLICABLE,0,ACTIVO,F,SOLTERO(A),33222,E&R,ALQUILADA,TITULADO,CAJAMARCA,CAJAMARCA,DPTO CAJAMARCA,3
ENCARGADO DE CAFETERIA,TUNSHURUCO - HOTELERIA,44057,NO APLICABLE,0,ACTIVO,F,SOLTERO(A),27994,E&R,NO APLICABLE,UNIVERS. INCOMPLETA,TARMA,TARMA,DPTO JUNIN,0
VAJILLERO,HUDBAY - ALIMENTACION,45406,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),28199,E&R,NO APLICABLE,SECUNDARIA COMPLETA,AREQUIPA,TIMANA,DPTO AREQUIPA,1
MOZO,COGA SIERRA - HOTELERIA,43599,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),35111,E&R,NO APLICABLE,UNIVERS. INCOMPLETA,VILLA MARIA DEL TRIUNFO,LIMA,DPTO LIMA,SIN INFORMACION
AUXILIAR DE HOTELERIA,MINSUR SAN RAFAEL NUEVO - HOTELERIA,45104,NO APLICABLE,0,ACTIVO,F,SOLTERO(A),36444,E&R,PROPIA,SECUNDARIA COMPLETA,SAN ANTON,AZANGARO,DPTO PUNO,SIN INFORMACION
AUXILIAR DE ALMACEN,SAN GABRIEL NUEVO - ALIMENTACION,45076,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),37615,E&R,PROPIA,SECUNDARIA COMPLETA,TACNA,TACNA,DPTO TACNA,1
MOZO,MINSUR SAN RAFAEL NUEVO - ALIMENTACION,45387,NO APLICABLE,0,ACTIVO,F,SOLTERO(A),34946,E&R,FAMILIAR,SECUNDARIA COMPLETA,JULIACA,SAN ROMAN,DPTO PUNO,2
AUXILIAR DE ALMACEN,HUDBAY - ALIMENTACION,45343,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),36595,E&R,ALQUILADA,SECUNDARIA COMPLETA,SICUANI,CANCHIS,DPTO CUSCO,1
MAESTRO DE COCINA,SAN GABRIEL NUEVO - ALIMENTACION,45517,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),33859,E&R,NO APLICABLE,TÉCNICA COMPLETA,TACNA,TACNA,DPTO TACNA,0
AUXILIAR DE LIMPIEZA,VALE MISKI MAYO - HOTELERIA,45475,NO APLICABLE,0,ACTIVO,F,SOLTERO(A),37649,E&R,PROPIA,SECUNDARIA COMPLETA,SECHURA,SECHURA,DPTO PIURA,0
AUXILIAR GENERAL,HUDBAY - ALIMENTACION,45150,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),34682,E&R,PROPIA,SECUNDARIA COMPLETA,CCATCA,QUISPICANCHIS,DPTO CUSCO,SIN INFORMACION
MOZO,HUDBAY - ALIMENTACION,45464,NO APLICABLE,0,ACTIVO,F,SOLTERO(A),38383,E&R,ALQUILADA,SECUNDARIA COMPLETA,SAN SEBASTIAN,CUSCO,DPTO CUSCO,0
MOZO,HOCHSCHILD - INMACULADA,45358,NO APLICABLE,0,ACTIVO,F,SOLTERO(A),34044,E&R,ALQUILADA,SECUNDARIA COMPLETA,MARIANO MELGAR,AREQUIPA,DPTO AREQUIPA,0
AUXILIAR DE ADMINISTRACION,RECURSOS HUMANOS - E&R,43976,NO APLICABLE,0,ACTIVO,F,SOLTERO(A),35558,E&R,NO APLICABLE,TÉCNICA COMPLETA,ILO,ILO,DPTO MOQUEGUA,SIN INFORMACION
SUPERVISOR DE HS&E,TANTAHUATAY COIMOLACHE - ALIMENTACION,43593,NO APLICABLE,0,ACTIVO,F,SOLTERO(A),33630,E&R,NO APLICABLE,UNIVERS. COMPLETA,EL TAMBO,HUANCAYO,DPTO JUNIN,1
CAJERO,TUNSHURUCO - HOTELERIA,44314,NO APLICABLE,0,ACTIVO,F,SOLTERO(A),35908,E&R,NO APLICABLE,UNIVERS. INCOMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
SUPERVISOR DE COMEDOR,EL BROCAL,44875,NO APLICABLE,0,ACTIVO,F,SOLTERO(A),31555,E&R,ALQUILADA,SECUNDARIA COMPLETA,EL TAMBO,HUANCAYO,DPTO JUNIN,SIN INFORMACION
AUXILIAR DE HOTELERIA,MARSA - HOTELERIA,45330,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),33119,E&R,PROPIA,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,0
INSTRUCTOR DE DEPORTE,TUNSHURUCO - HOTELERIA,44754,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),32960,E&R,PROPIA,TÉCNICA COMPLETA,YAULI,YAULI,DPTO JUNIN,SIN INFORMACION
TECNICO DE MANTENIMIENTO - SERVICIOS GENERALES,PLUSPETROL L 56 - MANTENIMIENTO,44576,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),34379,E&R,ALQUILADA,TÉCNICA COMPLETA,SAN MARTIN DE PORRES,LIMA,DPTO LIMA,SIN INFORMACION
SUPERVISOR DE LIMPIEZA,ENEL GYD - LIMPIEZA,43584,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),27311,E&R,NO APLICABLE,TÉCNICA COMPLETA,COMAS,LIMA,DPTO LIMA,1
AYUDANTE DE COCINA,HIDROELECTRICA HUANZA - ALIMENTACION,43790,NO APLICABLE,0,ACTIVO,F,SOLTERO(A),33987,E&R,NO APLICABLE,UNIVERS. INCOMPLETA,CALLAO,CALLAO,PROV. CONST. DEL CALLAO,SIN INFORMACION
AUXILIAR DE HOTELERIA,MINSUR SAN RAFAEL NUEVO - HOTELERIA,45457,NO APLICABLE,0,ACTIVO,F,SOLTERO(A),36442,E&R,FAMILIAR,TÉCNICA COMPLETA,OLLACHEA,CARABAYA,DPTO PUNO,0
AYUDANTE DE COCINA,PLUSPETROL L 88 - CATERING C4,45309,NO APLICABLE,0,ACTIVO,M,CONVIVIENTE,37495,E&R,ALQUILADA,SECUNDARIA COMPLETA,SAN JUAN DE LURIGANCHO,LIMA,DPTO LIMA,1
VAJILLERO,VALE MISKI MAYO - ALIMENTACION,44558,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),33924,E&R,ALQUILADA,SECUNDARIA COMPLETA,PIURA,PIURA,DPTO PIURA,SIN INFORMACION
AUXILIAR DE LIMPIEZA,HUDBAY - LIMPIEZA,45527,NO APLICABLE,0,ACTIVO,F,SOLTERO(A),38142,E&R,ALQUILADA,SECUNDARIA COMPLETA,YURA,AREQUIPA,DPTO AREQUIPA,0
TECNICO DE MANTENIMIENTO - FRIGORISTA,VALE MISKI MAYO - MANTENIMIENTO,45341,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),32961,E&R,ALQUILADA,SECUNDARIA COMPLETA,PIURA,PIURA,DPTO PIURA,1
MOZO,PAMPA MELCHORITA - ALIMENTACION,45082,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),31004,E&R,PROPIA,SECUNDARIA COMPLETA,SAN VICENTE DE CANETE,CANETE,DPTO LIMA,SIN INFORMACION
AUXILIAR DE HOTELERIA,TUNSHURUCO - HOTELERIA,45443,NO APLICABLE,0,ACTIVO,F,SOLTERO(A),27512,E&R,NO APLICABLE,SECUNDARIA COMPLETA,ATE,LIMA,DPTO LIMA,2
AYUDANTE DE COCINA,PAMPA MELCHORITA - ALIMENTACION,44706,NO APLICABLE,0,ACTIVO,M,CASADO(A),30161,E&R,ALQUILADA,SECUNDARIA COMPLETA,CARABAYLLO,LIMA,DPTO LIMA,SIN INFORMACION
AUXILIAR GENERAL,SAN GABRIEL NUEVO - ALIMENTACION,45448,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),33045,E&R,FAMILIAR,SECUNDARIA COMPLETA,ALTO SELVA ALEGRE,AREQUIPA,DPTO AREQUIPA,2
AUXILIAR GENERAL,TANTAHUATAY COIMOLACHE - ALIMENTACION,45187,NO APLICABLE,0,ACTIVO,M,CONVIVIENTE,31601,E&R,PROPIA,SECUNDARIA COMPLETA,HUALGAYOC,HUALGAYOC,DPTO CAJAMARCA,2
MOZO,MINSUR SAN RAFAEL NUEVO - ALIMENTACION,45352,NO APLICABLE,0,ACTIVO,F,SOLTERO(A),34702,E&R,FAMILIAR,SECUNDARIA COMPLETA,MACUSANI,CARABAYA,DPTO PUNO,2
LAVANDERO,TUNSHURUCO - HOTELERIA,45387,NO APLICABLE,0,ACTIVO,F,SOLTERO(A),35480,E&R,FAMILIAR,SECUNDARIA COMPLETA,HUALMAY,HUAURA,DPTO LIMA,0
RESPONSABLE DE FACTURACION Y COBRANZAS,VALE MISKI MAYO - ALIMENTACION,42084,NO APLICABLE,0,ACTIVO,F,SOLTERO(A),31457,E&R,NO APLICABLE,UNIVERS. COMPLETA,SAN JUAN DE LURIGANCHO,LIMA,DPTO LIMA,SIN INFORMACION
VAJILLERO,HUDBAY - ALIMENTACION,45442,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),33571,E&R,PROPIA,SECUNDARIA COMPLETA,SANTIAGO,CUSCO,DPTO CUSCO,0
AUXILIAR DE HOTELERIA,HUDBAY - HOTELERIA,45167,NO APLICABLE,0,ACTIVO,F,SOLTERO(A),31242,E&R,ALQUILADA,SECUNDARIA COMPLETA,SAN SEBASTIAN,CUSCO,DPTO CUSCO,0
ASISTENTE DE HS&E,MINSUR SAN RAFAEL NUEVO - ALIMENTACION,45408,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),35335,E&R,FAMILIAR,GRADO DE BACHILLER,JULIACA,TAPARA,DPTO PUNO,0
AUXILIAR DE HOTELERIA,MINSUR SAN RAFAEL NUEVO - HOTELERIA,45471,NO APLICABLE,0,ACTIVO,F,SOLTERO(A),36843,E&R,FAMILIAR,PRIMARIA INCOMPLETA,ANTAUTA,MELGAR,DPTO PUNO,1
COCINERO,TAMBOMAYO - ALIMENTACION,43080,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),29096,E&R,NO APLICABLE,UNIVERS. INCOMPLETA,CAYLLOMA,CAYLLOMA,DPTO AREQUIPA,SIN INFORMACION
AUXILIAR GENERAL,PLUSPETROL L 88 - HOTELERIA C4,40803,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),24360,E&R,NO APLICABLE,UNIVERS. INCOMPLETA,CALLAO,CALLAO,PROV. CONST. DEL CALLAO,SIN INFORMACION
ASISTENTE DE ALIMENTACION,PLUSPETROL L 88 - CATERING C4,45232,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),36331,E&R,ALQUILADA,SECUNDARIA COMPLETA,CHORRILLOS,LIMA,DPTO LIMA,0
ASISTENTE DE ALIMENTACION,PLUSPETROL L 88 - CATERING C4,45413,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),37247,E&R,ALQUILADA,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,0
SUPERVISOR DE HOTELERIA,SAN GABRIEL NUEVO - HOTELERIA,45301,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),32201,E&R,NO APLICABLE,SECUNDARIA COMPLETA,YANAHUARA,AREQUIPA,DPTO AREQUIPA,2
COCINERO,HUDBAY - ALIMENTACION,44825,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),28268,E&R,PROPIA,SECUND.  INCOMPLETA,ESPINAR,ESPINAR,DPTO CUSCO,SIN INFORMACION
MOZO,TUNSHURUCO - ALIMENTACION,44740,NO APLICABLE,0,ACTIVO,F,SOLTERO(A),35670,E&R,PROPIA,SECUNDARIA COMPLETA,SAPALLANGA,HUANCAYO,DPTO JUNIN,SIN INFORMACION
AUXILIAR GENERAL,PLUSPETROL L 88 - HOTELERIA C4,40206,NO APLICABLE,0,ACTIVO,M,CONVIVIENTE,25463,E&R,NO APLICABLE,TÉCNICA COMPLETA,IQUITOS,MAYNAS,DPTO LORETO,SIN INFORMACION
AUXILIAR GENERAL,SAXON MALVINAS - SATELITES,44855,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),33831,E&R,ALQUILADA,TÉCNICA COMPLETA,LOS OLIVOS,LIMA,DPTO LIMA,SIN INFORMACION
ASISTENTE DE COMEDOR,PAN AMERICAN SILVER - ARGENTUM GOLF,45379,NO APLICABLE,0,ACTIVO,F,SOLTERO(A),35908,E&R,PROPIA,SECUNDARIA COMPLETA,HUAYLLAY,PASCO,DPTO PASCO,1
AUXILIAR DE ADMINISTRACION DE PERSONAL,TUNSHURUCO - ALIMENTACION,44585,NO APLICABLE,0,ACTIVO,F,SOLTERO(A),33254,E&R,PROPIA,UNIVERS. COMPLETA,YAULI,JAUJA,DPTO JUNIN,SIN INFORMACION
AUXILIAR DE LIMPIEZA,TUNSHURUCO - HOTELERIA,43242,NO APLICABLE,0,ACTIVO,F,SOLTERO(A),26438,E&R,NO APLICABLE,TÉCNICA INCOMPLETA,MOROCOCHA,YAULI,DPTO JUNIN,SIN INFORMACION
SUPERVISOR DE HOTELERIA,VALE MISKI MAYO - HOTELERIA,42574,NO APLICABLE,0,ACTIVO,M,SOLTERO(A),30854,E&R,NO APLICABLE,UNIVERS. INCOMPLETA,SECHURA,SECHURA,DPTO PIURA,1
AUXILIAR DE LIMPIEZA,COGA SIERRA - AYACUCHO,42585,NO APLICABLE,0,ACTIVO,F,SOLTERO(A),30146,E&R,NO APLICABLE,TÉCNICA COMPLETA,AYACUCHO,HUAMANGA,DPTO AYACUCHO,SIN INFORMACION
AUXILIAR DE MANTENIMIENTO,MARSA - MANTENIMIENTO,45176,NO APLICABLE,0,ACTIVO,M,CONVIVIENTE,36993,E&R,FAMILIAR,SECUNDARIA COMPLETA,POMALCA,CHICLAYO,DPTO LAMBAYEQUE,1
